author,content,title
Miguel Hernández,"

Atraviesa la muerte con herrumbrosas lanzas,
y en traje de cañón, las parameras
donde cultiva el hombre raíces y esperanzas,
y llueve sal, y esparce calaveras.

Verdura de las eras,
¿qué tiempo prevalece la alegría?
El sol pudre la sangre, la cubre de asechanzas
y hace brotar la sombra más sombría.

El dolor y su manto
vienen una vez más a nuestro encuentro.
Y una vez más al callejón del llanto
lluviosamente entro.

Siempre me veo dentro
de esta sombra de acíbar revocada,
amasado con ojos y bordones,
que un candil de agonía tiene puesto a la entrada
y un rabioso collar de corazones.

Llorar dentro de un pozo,
en la misma raíz desconsolada
del agua, del sollozo,
del corazón quisiera:
donde nadie me viera la voz ni la mirada,
ni restos de mis lágrimas me viera.

Entro despacio, se me cae la frente
despacio, el corazón se me desgarra
despacio, y despaciosa y negramente
vuelvo a llorar al pie de una guitarra.

Entre todos los muertos de elegía,
sin olvidar el eco de ninguno,
por haber resonado más en el alma mía,
la mano de mi llanto escoge uno.

Federico García
hasta ayer se llamó: polvo se llama.
Ayer tuvo un espacio bajo el día
que hoy el hoyo le da bajo la grama.

¡Tanto fue! ¡Tanto fuiste y ya no eres!
Tu agitada alegría,
que agitaba columnas y alfileres,
de tus dientes arrancas y sacudes,
y ya te pones triste, y sólo quieres
ya el paraíso de los ataúdes.

Vestido de esqueleto,
durmiéndote de plomo,
de indiferencia armado y de respeto,
te veo entre tus cejas si me asomo.

Se ha llevado tu vida de palomo,
que ceñía de espuma
y de arrullos el cielo y las ventanas,
como un raudal de pluma
el viento que se lleva las semanas.

Primo de las manzanas,
no podrá con tu savia la carcoma,
no podrá con tu muerte la lengua del gusano,
y para dar salud fiera a su poma
elegirá tus huesos el manzano.

Cegado el manantial de tu saliva,
hijo de la paloma,
nieto del ruiseñor y de la oliva:
serás, mientras la tierra vaya y vuelva,
esposo siempre de la siempreviva,
estiércol padre de la madreselva.

¡Qué sencilla es la muerte: qué sencilla,
pero qué injustamente arrebatada!
No sabe andar despacio, y acuchilla
cuando menos se espera su turbia cuchillada.

Tú, el más firme edificio, destruido,
tú, el gavilán más alto, desplomado,
tú, el más grande rugido,
callado, y más callado, y más callado.

Caiga tu alegre sangre de granado,
como un derrumbamiento de martillos feroces,
sobre quien te detuvo mortalmente.
Salivazos y hoces
caigan sobre la mancha de su frente.

Muere un poeta y la creación se siente
herida y moribunda en las entrañas.
Un cósmico temblor de escalofríos
mueve temiblemente las montañas,
un resplandor de muerte la matriz de los ríos.

Oigo pueblos de ayes y valles de lamentos,
veo un bosque de ojos nunca enjutos,
avenidas de lágrimas y mantos:
y en torbellino de hojas y de vientos,
lutos tras otros lutos y otros lutos,
llantos tras otros llantos y otros llantos.

No aventarán, no arrastrarán tus huesos,
volcán de arrope, trueno de panales,
poeta entretejido, dulce, amargo,
que al calor de los besos
sentiste, entre dos largas hileras de puñales,
largo amor, muerte larga, fuego largo.

Por hacer a tu muerte compañía,
vienen poblando todos los rincones
del cielo y de la tierra bandadas de armonía,
relámpagos de azules vibraciones.
Crótalos granizados a montones,
batallones de flautas, panderos y gitanos,
ráfagas de abejorros y violines,
tormentas de guitarras y pianos,
irrupciones de trompas y clarines.

Pero el silencio puede más que tanto instrumento.

Silencioso, desierto, polvoriento
en la muerte desierta,
parece que tu lengua, que tu aliento,
los ha cerrado el golpe de una puerta.

Como si paseara con tu sombra,
paseo con la mía
por una tierra que el silencio alfombra,
que el ciprés apetece más sombría.

Rodea mi garganta tu agonía
como un hierro de horca
y pruebo una bebida funeraria.
Tú sabes, Federico García Lorca,
que soy de los que gozan una muerte diaria.",ELEGÍA PRIMERA
Vicente Aleixandre,"

      Vinieras y te fueras dulcemente,
de otro camino
a otro camino. Verte,
y ya otra vez no verte.
Pasar por un puente a otro puente.
El pie breve,
la luz vencida alegre.

      Muchacho que sería yo mirando
aguas abajo la corriente,
y en el espejo tu pasaje
fluir, desvanecerse.",ADOLESCENCIA
Pablo Neruda,"Cien sonetos de amor

Cuando yo muera quiero tus manos en mis ojos: 
quiero la luz y el trigo de tus manos amadas 
pasar una vez más sobre mí su frescura: 
sentir la suavidad que cambió mi destino. 
Quiero que vivas mientras yo, dormido, te espero, 
quiero que tus oídos sigan oyendo el viento, 
que huelas el aroma del mar que amamos juntos 
y que sigas pisando la arena que pisamos. 
Quiero que lo que amo siga vivo 
y a ti te amé y canté sobre todas las cosas, 
por eso sigue tú floreciendo, florida, 
para que alcances todo lo que mi amor te ordena, 
para que se pasee mi sombra por tu pelo, 
para que así conozcan la razón de mi canto.",Cien sonetos de amor
José Agustín Goytisolo,"

Contemplar las palabras
sobre el papel escritas,
medirlas, sopesar
su cuerpo en el conjunto
del poema, y después,
igual que un artesano,
separarse a mirar
cómo la luz emerge
de la sutil textura.

Así es el viejo oficio
del poeta, que comienza
en la idea, en el soplo
sobre el polvo infinito
de la memoria, sobre
la experiencia vivida,
la historia, los deseos,
las pasiones del hombre.

La materia del canto
nos lo ha ofrecido el pueblo
con su voz. Devolvamos
las palabras reunidas
a su auténtico dueño.",EL OFICIO DEL POETA
Luis de Góngora,"

Este, que Babia al mundo hoy ha ofrecido
Poema, si no a números atado,
De la disposición antes limado
Y de la erudición después lamido,

Historia es culta, cuyo encanecido
Estilo, si no métrico, peinado,
Tres ya pilotos del bajel sagrado
Hurta al tiempo y redime del olvido.

Pluma, pues, que claveros celestiales
Eterniza en los bronces de su historia,
Llave es ya de los tiempos, y no pluma.

Ella a sus nombres puertas inmortales
Abre, no de caduca, no, memoria,
Que sombras sella en túmulos de espuma.",PARA LA CUARTA PARTE DE LA PONTIFICIAL DEL DOCTOR BABIA
Ramón López Velarde,"

En la muerte de José Enrique Rodó.

En la quieta impostura virginal de la noche
que cobija al amor con un tenue derroche
de luceros, padrinos del erótico abrazo,
el mundo de Rubén Darío se contrista
por el cordial filósofo que sembró en el regazo
de América esperanzas, por el espectro artista
que hoy arroba al Zodíaco con su arenga optimista.

Yo alabo al confesor de la Santa Esperanza
y a la doncella verde en la misma alabanza.
Esperanza, doncella verde, tu vestidura
es el matiz de una corteza prematura.
Esperanza, en el arco iris, tu cabellera
ameniza los cielos como una enredadera.
Esperanza, los astros en que titila el verde
son el feudo en que moras y en que tu luz se pierde.

Los ojos vegetales con que miras y salvas
parodian a la felpa rústica de las malvas.
En la luz teologal de tus dos ojos claros
se surten las luciérnagas, las joyas y los faros.
Rayan la oscuridad del más oscuro mes
las puntas de esmeralda de tus ínclitos pies.
Y tapizas el antro submarino, y la armónica
cuita de los cipreses, y la paleta agónica.

¡Oh doncella, que guardas los suspiros más graves
del hombre, como guarda un llavero sus llaves:
un relámpago anuncia que el instante se acerca
en que tiñas de ti las aguas de mi alberca,
y a tu paso, fosfórica e inviolable mujer,
mi corazón se abre, pronto a reverdecer!

Y bajo la impostura virginal de la noche
que cobija al amor con un tenue derroche
de luceros, un mito saludable me afianza
y alabo al confesor de la santa Esperanza
y a la doncella verde en la misma alabanza.",LA DONCELLA VERDE
Roque Dalton,"

A los locos no nos quedan bien los nombres.

    Los demás seres
llevan sus nombres como vestidos nuevos,
los balbucean al fundar amigos,
los hacen imprimir en tarjetitas blancas
que luego van de mano en mano
con la alegría de las cosas simples.

    Y qué alegría muestran los Alfredos, los Antonios,
los pobres Juanes y los taciturnos Sergios,
los Alejandros con olor a mar!

    Todos extienden, desde la misma garganta con que cantan
sus nombres envidiables como banderas bélicas,
tus nombres que se quedan en la tierra sonando
aunque ellos con sus huesos se vayan a la sombra.

    Pero los locos, ay señor, los locos
que de tanto olvidar nos asfixiamos,
los pobres locos que hasta la risa confundimos
y a quienes la alegría se nos llena de lágrimas,
cómo vamos a andar con los nombres a rastras,
cuidándolos,
puliéndolos como mínimos animales de plata,
viendo con estos ojos que ni el sueño somete
que no se pierdan entre el polvo que nos halaga y odia?

    Los locos no podemos anhelar que nos nombren
pero también lo olvidaremos",LOS LOCOS
,,
Julio Flórez Roa,"

¡Ay! ¿Cómo quieres que tu madre encuentre
en este mundo bienhechora calma,
si le desgarras, al nacer, el vientre,
y le desgarras, al morir, el alma?

¡Y esa madre infeliz, cómo a porfía
quiere darte, en el mundo, horas serenas,
si en la leche fetal con que te cría,
bebes tú... todo el zumo de sus penas!

¿Cómo quieres, mortal, que en la existencia
tu esposa guarde fiel tus atributos...
si tú mismo, al robarle la inocencia,
le enseñas el deleite de los brutos?

Hombre, eres pasto de un rencor violento:
al mal te empujan invisibles manos;
vives, y te devora el sufrimiento;
mueres, y te devoran los gusanos.",LEY IMPLACABLE
Gustavo Adolfo Bécquer,"
Cuando en la noche te envuelven 
las alas de tul del sueño 
y tus tendidas pestañas 
semejan arcos de ébano, 
por escuchar los latidos 
de tu corazón inquieto 
y reclinar tu dormida 
cabeza sobre mi pecho, 
diera, alma mía, 
cuanto posea: 
¡la luz, el aire 
y el pensamiento! 
Cuando se clavan tus ojos 
en un invisible objeto 
y tus labios ilumina 
de una sonrisa el reflejo, 
por leer sobre tu frente 
el callado pensamiento 
que pasa como la nube 
del mar sobre el ancho espejo, 
diera, alma mía, 
cuanto deseo: 
¡la fama, el oro, 
la gloria, el genio! 
Cuando enmudece tu lengua 
y se apresura tu aliento 
y tus mejillas se encienden 
y entornas tus ojos negros, 
por ver entre sus pestañas 
brillar con húmedo fuego 
la ardiente chispa que brota 
del volcán de los deseos, 
diera, alma mía, 
por cuanto espero, 
la fe, el espíritu, 
la tierra, el cielo.",Rima XXV
Ramón López Velarde,"

Tu paz ¡oh paz de cada día!
y mi dolor que es inmortal,
se han de casar, Amada mía,
en una noche cuaresmal.

Quizá en un Viernes de Dolores,
cuando se anuncian ya las flores
y en el altar que huele a lirios
el casto pecho de María
sufre por nos siete martirios;
mientras la luna, Amada mía,
deja caer sus tenues franjas
de luz de ensueño sideral
sobre las místicas naranjas
que, por el arte virginal
de las doncellas de la aldea,
lucen banderas de papel
e irisaciones de oropel
sobre la piel que amarillea.

Fuensanta: al amor aventurero
de cálidas mujeres, azafatas
súbditas de la carne, te prefiero
por la frescura de tus manos gratas.

Yo te convido, dulce Amada,
a que te cases con mi pena
entre los vasos de cebada
la última noche de novena.

Te ha de cubrir la luna llena
con luz de túnica nupcial
y nos dará la Dolorosa
la bendición sacramental.

Y así podré llamarte esposa,
y haremos juntos la dichosa
ruta evangélica del bien
hasta la eterna gloria.

                                        AMÉN.",CUARESMAL
Roque Dalton,"

Yo, como tú,
amo el amor, la vida, el dulce encanto
de las cosas, el paisaje
celeste de los días de enero.

También mi sangre bulle
y río por los ojos
que han conocido el brote de las lágrimas.

Creo que el mundo es bello,
que la poesía es como el pan, de todos.

Y que mis venas no terminan en mí
sino en la sangre unánime
de los que luchan por la vida,
el amor,
las cosas,
el paisaje y el pan,
la poesía de todos.",COMO TÚ
José María Gabriel y Galán,"

¡Me jiedin los hombris
que son medio jembras!
Cien vecis te ije
que no se lo dieras,
que al chinquín lo jacían marica
las gentis aquellas.
Ahora ya lo vide, y a mí no me mandis
más vecis que güelva.
Te largas tú a velo,
que pue que no creas
que tu cuerpo ha parío aquel mozu,
ni que lo cebasti con tu lechi mesma,
ni que tieni metía en la entraña
sangri de mis venas.
N'amás de mimarros
y delicaezas
que ha queao lo mesmo que un jilo
paliúcho y sin chispa de juerza.
Ca instanti se lava,
ca instanti se peina,
ca instanti se múa
toa la vestimenta,
y se encrespa los pelos con jierros
que se lo retuestan,
y en los dientis se da con boticas
de unos cacharrinos que tieni en la mesa,
y remoja el moquero con pringuis
n'amás pa que güela
¡Jiedi a señorita
dendi media lengua!
Se levanta a las nuevi corrías
y a las doci lo mesmo se acuesta.
¡Va a ponersi pochu
si acotina de aquella manera!
¡Güeno está pa mandalo a bellotas,
pa ayualmi a escuajal en la jesa,
pa jacel un carguju de tarmas
y traelo a cuestas,
u pa estalsi cavando canchalis
dende que amaneci jasta que escurezca!
Los muchachos de acá me esconfío
que mos lo apedrean
cuantis venga jaciendo pinturas
u jablando de aquella manera:
y verás cómo el mozu no tieni
ni agallas ni juerza
pa el primero que quiera molarsi
rompeli la jeta.
Ya no dici padri,
ni madri, ni agüela.
«Mi papá, mi mamá, mi abuelita...»
así chalrotea,
como si el mocoso juesi un señoruco
de los de nacencia.
Ni mienta del pueblo, ni jaci otro oficio
que dil a una escuela
y palral de bobás que allí aprendí,
que pa na le sirvin cuantis que se venga.
Pa sabel sus saberis le ije:
«Sácame la cuenta
del aceiti que hogaño mos toca
del lagal po la parti que es nuestra.
Se maquilan sesenta cuartillos
p'acá parti entera,
y nosotros tenemos, ya sabis,
una media tercia
que tu madre heredó de una quinta
que tenía tu agüela Teresa».
¡Ya ves tú que se jaci en un verbo!
Sesenta la entera,
doci pa la quinta,
cuatru pa la tercia,
quita dos pa una media, y resultan
dos pa la otra media.
Pues el mozu empringó tres papelis
de rayas y letras,
y pa ensenrearsi
de aquella maeja,
ijo que el aceiti que a mí me tocaba
era «pi menus erre», ¿te enteras?
¡Pus pués dil jacindu
las sopas con ella!
¿Y esos son saberis?
¡Esas son fachendas!
No le quise mental del guarrapo
ni icile siquiera
que hogañazo vendimus el churru
pa comprar un cachuju de tierra.
¡Allí no se jabla
de esas cosas ni en ellas se piensa!
N'amás que se jaci comel confituras,
melcal vestimentas,
dirse a los cafesis,
dirse a las comedias
y palral de bobás que no valin
ni siquiá una perra
¡Jolgacián como el nuestro muchacho
no va a haberlo, si aquí no se enmienda!
Yo no lo distingo de otros señorinos
que con él se ajuntan y jolgacianean.
¡Son como maricas!
¡Juy, qué vestimentas!
Ves una persona
por detrás, en la calle, tan tiesa
y endi lejus no sabis de cierto
si es macho u es jembra.
Güelin a lo mesmu
como las ovejas,
y p'aquí no es asín, que ca cosa
güeli a su manera:
güeli a macho la carni de hombre,
y la carni de jembra da a jembra.
Hay que dil a buscar al muchacho
cuantis que se puea,
y le dicis a aquellos señoris
que esu no quita pa que se agraeza,
pero que a su padri le jaci ya falta;
y asín se la enreas.
No lo quió jolgacián, aunque muchos
saberis trujiera.
Y no es esu solu lo que a mí me enrita,
que otras cosas me jacin más mella...
Hay que dil a buscalo ca y cuando:
que venga, que venga;
porque, mira: ¡me jiedin los hombres
que son medio jembras!...",VARÓN
